Entity,Code,Year,Solar (TWh - equivalent)
France,FRA,2012,11.011611938476562
France,FRA,2013,12.904853820800781
France,FRA,2014,16.018896102905273
France,FRA,2015,19.55949592590332
France,FRA,2016,21.857858657836914
France,FRA,2017,24.224727630615234
France,FRA,2018,27.546125411987305
France,FRA,2019,30.965652465820312
France,FRA,2020,33.94585418701172
France,FRA,2021,38.218421936035156
Germany,DEU,1965,0
Germany,DEU,1966,0
Germany,DEU,1967,0
Germany,DEU,1968,0
Germany,DEU,1969,0
Germany,DEU,1970,0
Germany,DEU,1971,0
Germany,DEU,1972,0
Germany,DEU,1973,0
Germany,DEU,1974,0
Germany,DEU,1975,0
Germany,DEU,1976,0
Germany,DEU,1977,0
Germany,DEU,1978,0
Germany,DEU,1979,0
Germany,DEU,1980,0
Germany,DEU,1981,0
Germany,DEU,1982,0
Germany,DEU,1983,0
Germany,DEU,1984,0
Germany,DEU,1985,0
Germany,DEU,1986,0
Germany,DEU,1987,0
Germany,DEU,1988,0
Germany,DEU,1989,0
Germany,DEU,1990,0.0029444443061947823
Germany,DEU,1991,0.0029444443061947823
Germany,DEU,1992,0.005916666705161333
Germany,DEU,1993,0.008861110545694828
Germany,DEU,1994,0.011833333410322666
Germany,DEU,1995,0.014777777716517448
Germany,DEU,1996,0.017749998718500137
Germany,DEU,1997,0.03252694383263588
Germany,DEU,1998,0.044354721903800964
Germany,DEU,1999,0.056182775646448135
Germany,DEU,2000,0
Germany,DEU,2001,0.2937788665294647
Germany,DEU,2002,0.5837669372558594
Germany,DEU,2003,0.9077388644218445
Germany,DEU,2004,1.605080008506775
Germany,DEU,2005,3.745344877243042
Germany,DEU,2006,6.444841384887695
Germany,DEU,2007,8.870246887207031
Germany,DEU,2008,12.667741775512695
Germany,DEU,2009,18.753061294555664
Germany,DEU,2010,33.204246520996094
Germany,DEU,2011,55.14826202392578
Germany,DEU,2012,73.33031463623047
Germany,DEU,2013,83.45501708984375
Germany,DEU,2014,93.62100219726562
Germany,DEU,2015,100.10047912597656
Germany,DEU,2016,98.1669692993164
Germany,DEU,2017,100.84426879882812
Germany,DEU,2018,114.98065948486328
Germany,DEU,2019,116.99235534667969
Germany,DEU,2020,127.74533081054688
Germany,DEU,2021,128.21717834472656
Greece,GRC,1965,0
Greece,GRC,1966,0
Greece,GRC,1967,0
Greece,GRC,1968,0
Greece,GRC,1969,0
Greece,GRC,1970,0
Greece,GRC,1971,0
Greece,GRC,1972,0
Greece,GRC,1973,0
Greece,GRC,1974,0
Greece,GRC,1975,0
Greece,GRC,1976,0
Greece,GRC,1977,0
Greece,GRC,1978,0
Greece,GRC,1979,0
Greece,GRC,1980,0
Greece,GRC,1981,0
Greece,GRC,1982,0
Greece,GRC,1983,0
Greece,GRC,1984,0
Greece,GRC,1985,0
Greece,GRC,1986,0
Greece,GRC,1987,0
Greece,GRC,1988,0
Greece,GRC,1989,0
Greece,GRC,1990,0
Greece,GRC,1991,0
Greece,GRC,1992,0
Greece,GRC,1993,0
Greece,GRC,1994,0
Greece,GRC,1995,0
Greece,GRC,1996,0
Greece,GRC,1997,0
Greece,GRC,1998,0
Greece,GRC,1999,0
Greece,GRC,2000,0
Greece,GRC,2001,0
Greece,GRC,2002,0
Greece,GRC,2003,0
Greece,GRC,2004,0.002888888819143176
Greece,GRC,2005,0.002861111192032695
Greece,GRC,2006,0.00283333333209157
Greece,GRC,2007,0.00283333333209157
Greece,GRC,2008,0.014055554755032063
Greece,GRC,2009,0.13963554799556732
Greece,GRC,2010,0.43854138255119324
Greece,GRC,2011,1.6827794313430786
Greece,GRC,2012,4.644838333129883
Greece,GRC,2013,9.942323684692383
Greece,GRC,2014,10.272899627685547
Greece,GRC,2015,10.502592086791992
Greece,GRC,2016,10.520757675170898
Greece,GRC,2017,10.622478485107422
Greece,GRC,2018,10.029030799865723
Greece,GRC,2019,11.673429489135742
Greece,GRC,2020,11.678725242614746
Greece,GRC,2021,13.522921562194824
High-income countries,,1965,0
High-income countries,,1966,0
High-income countries,,1967,0
High-income countries,,1968,0
High-income countries,,1969,0
High-income countries,,1970,0
High-income countries,,1971,0
High-income countries,,1972,0
High-income countries,,1973,0
High-income countries,,1974,0
High-income countries,,1975,0
High-income countries,,1976,0
High-income countries,,1977,0
High-income countries,,1978,0
High-income countries,,1979,0
High-income countries,,1980,0
High-income countries,,1981,0
High-income countries,,1982,0
High-income countries,,1983,0.008861110545694828
High-income countries,,1984,0.018666666001081467
High-income countries,,1985,0.03475027531385422
High-income countries,,1986,0.044911663979291916
High-income countries,,1987,0.03135305270552635
High-income countries,,1988,0.030166666954755783
High-income countries,,1989,0.775398313999176
High-income countries,,1990,1.1392755508422852
High-income countries,,1991,1.4819997549057007
High-income countries,,1992,1.3619513511657715
High-income countries,,1993,1.6224602460861206
High-income countries,,1994,1.7357854843139648
High-income countries,,1995,1.8504571914672852
High-income countries,,1996,2.005232095718384
High-income countries,,1997,2.148312568664551
High-income countries,,1998,2.3203494548797607
High-income countries,,1999,2.5873453617095947
High-income countries,,2000,2.9739410877227783
High-income countries,,2001,3.9630439281463623
High-income countries,,2002,4.96228551864624
High-income countries,,2003,6.173266887664795
High-income countries,,2004,8.126906394958496
High-income countries,,2005,11.481001853942871
High-income countries,,2006,15.769904136657715
High-income countries,,2007,21.21879005432129
High-income countries,,2008,34.52276611328125
High-income countries,,2009,57.12046432495117
High-income countries,,2010,90.48171997070312
High-income countries,,2011,168.1898956298828
High-income countries,,2012,253.54083251953125
High-income countries,,2013,329.9659423828125
High-income countries,,2014,430.7537536621094
High-income countries,,2015,525.6998901367188
High-income countries,,2016,613.190185546875
High-income countries,,2017,735.7495727539062
High-income countries,,2018,841.431640625
High-income countries,,2019,961.6456298828125
High-income countries,,2020,1139.014404296875
High-income countries,,2021,1343.4107666015625
Hong Kong,HKG,1965,0
Hong Kong,HKG,1966,0
Hong Kong,HKG,1967,0
Hong Kong,HKG,1968,0
Hong Kong,HKG,1969,0
Hong Kong,HKG,1970,0
Hong Kong,HKG,1971,0
Hong Kong,HKG,1972,0
Hong Kong,HKG,1973,0
Hong Kong,HKG,1974,0
Hong Kong,HKG,1975,0
Hong Kong,HKG,1976,0
Hong Kong,HKG,1977,0
Hong Kong,HKG,1978,0
Hong Kong,HKG,1979,0
Hong Kong,HKG,1980,0
Hong Kong,HKG,1981,0
Hong Kong,HKG,1982,0
Hong Kong,HKG,1983,0
Hong Kong,HKG,1984,0
Hong Kong,HKG,1985,0
Hong Kong,HKG,1986,0
Hong Kong,HKG,1987,0
Hong Kong,HKG,1988,0
Hong Kong,HKG,1989,0
Hong Kong,HKG,1990,0
Hong Kong,HKG,1991,0
Hong Kong,HKG,1992,0
Hong Kong,HKG,1993,0
Hong Kong,HKG,1994,0
Hong Kong,HKG,1995,0
Hong Kong,HKG,1996,0
Hong Kong,HKG,1997,0
Hong Kong,HKG,1998,0
Hong Kong,HKG,1999,0
Hong Kong,HKG,2000,0
Hong Kong,HKG,2001,0
Hong Kong,HKG,2002,0
Hong Kong,HKG,2003,0
Hong Kong,HKG,2004,0
Hong Kong,HKG,2005,0
Hong Kong,HKG,2006,0
Hong Kong,HKG,2007,0
Hong Kong,HKG,2008,0
Hong Kong,HKG,2009,0
Hong Kong,HKG,2010,0.0027749999426305294
Hong Kong,HKG,2011,0.008277777582406998
Hong Kong,HKG,2012,0.008222222328186035
Hong Kong,HKG,2013,0.008166666142642498
Hong Kong,HKG,2014,0.008138888515532017
Hong Kong,HKG,2015,0.01077777799218893
Hong Kong,HKG,2016,0.010694444179534912
Hong Kong,HKG,2017,0.01491666678339243
Hong Kong,HKG,2018,0.01688888855278492
Hong Kong,HKG,2019,0.018138889223337173
Hong Kong,HKG,2020,0.020694443956017494
Hong Kong,HKG,2021,0.021166665479540825
Hungary,HUN,1965,0
Hungary,HUN,1966,0
Hungary,HUN,1967,0
Hungary,HUN,1968,0
Hungary,HUN,1969,0
Hungary,HUN,1970,0
Hungary,HUN,1971,0
Hungary,HUN,1972,0
Hungary,HUN,1973,0
Hungary,HUN,1974,0
Hungary,HUN,1975,0
Hungary,HUN,1976,0
Hungary,HUN,1977,0
Hungary,HUN,1978,0
Hungary,HUN,1979,0
Hungary,HUN,1980,0
Hungary,HUN,1981,0
Hungary,HUN,1982,0
Hungary,HUN,1983,0
Hungary,HUN,1984,0
Hungary,HUN,1985,0
Hungary,HUN,1986,0
Hungary,HUN,1987,0
Hungary,HUN,1988,0
Hungary,HUN,1989,0
Hungary,HUN,1990,0
Hungary,HUN,1991,0
Hungary,HUN,1992,0
Hungary,HUN,1993,0
Hungary,HUN,1994,0
Hungary,HUN,1995,0
Hungary,HUN,1996,0
Hungary,HUN,1997,0
Hungary,HUN,1998,0
Hungary,HUN,1999,0
Hungary,HUN,2000,0
Hungary,HUN,2001,0
Hungary,HUN,2002,0
Hungary,HUN,2003,0
Hungary,HUN,2004,0
Hungary,HUN,2005,0
Hungary,HUN,2006,0
Hungary,HUN,2007,0
Hungary,HUN,2008,0.002805555472150445
Hungary,HUN,2009,0.002805555472150445
Hungary,HUN,2010,0.0027749999426305294
Hungary,HUN,2011,0.0027583332266658545
Hungary,HUN,2012,0.0219444427639246
Hungary,HUN,2013,0.06813555955886841
Hungary,HUN,2014,0.18150945007801056
Hungary,HUN,2015,0.3797091543674469
Hungary,HUN,2016,0.6531972289085388
Hungary,HUN,2017,0.928790271282196
Hungary,HUN,2018,1.6641623973846436
Hungary,HUN,2019,3.9460504055023193
Hungary,HUN,2020,6.45804500579834
Hungary,HUN,2021,9.925810813903809
Iceland,ISL,1965,0
Iceland,ISL,1966,0
Iceland,ISL,1967,0
Iceland,ISL,1968,0
Iceland,ISL,1969,0
Iceland,ISL,1970,0
Iceland,ISL,1971,0
Iceland,ISL,1972,0
Iceland,ISL,1973,0
Iceland,ISL,1974,0
Iceland,ISL,1975,0
Iceland,ISL,1976,0
Iceland,ISL,1977,0
Iceland,ISL,1978,0
Iceland,ISL,1979,0
Iceland,ISL,1980,0
Iceland,ISL,1981,0
Iceland,ISL,1982,0
Iceland,ISL,1983,0
Iceland,ISL,1984,0
Iceland,ISL,1985,0
Iceland,ISL,1986,0
Iceland,ISL,1987,0
Iceland,ISL,1988,0
Iceland,ISL,1989,0
Iceland,ISL,1990,0
Iceland,ISL,1991,0
Iceland,ISL,1992,0
Iceland,ISL,1993,0
Iceland,ISL,1994,0
Iceland,ISL,1995,0
Iceland,ISL,1996,0
Iceland,ISL,1997,0
Iceland,ISL,1998,0
Iceland,ISL,1999,0
Iceland,ISL,2000,0
Iceland,ISL,2001,0
Iceland,ISL,2002,0
Iceland,ISL,2003,0
Iceland,ISL,2004,0
Iceland,ISL,2005,0
Iceland,ISL,2006,0
Iceland,ISL,2007,0
Iceland,ISL,2008,0
Iceland,ISL,2009,0
Iceland,ISL,2010,0
Iceland,ISL,2011,0
Iceland,ISL,2012,0
Iceland,ISL,2013,0
Iceland,ISL,2014,0
Iceland,ISL,2015,0
Iceland,ISL,2016,0
Iceland,ISL,2017,0
Iceland,ISL,2018,0
Iceland,ISL,2019,0
Iceland,ISL,2020,0
Iceland,ISL,2021,0
India,IND,1965,0
India,IND,1966,0
India,IND,1967,0
India,IND,1968,0
India,IND,1969,0
India,IND,1970,0
India,IND,1971,0
India,IND,1972,0
India,IND,1973,0
India,IND,1974,0
India,IND,1975,0
India,IND,1976,0
India,IND,1977,0
India,IND,1978,0
India,IND,1979,0
India,IND,1980,0
India,IND,1981,0
India,IND,1982,0
India,IND,1983,0
India,IND,1984,0
India,IND,1985,0
India,IND,1986,0
India,IND,1987,0
India,IND,1988,0
India,IND,1989,0
India,IND,1990,0
India,IND,1991,0
India,IND,1992,0
India,IND,1993,0
India,IND,1994,0
India,IND,1995,0.003000000026077032
India,IND,1996,0.017916664481163025
India,IND,1997,0.017916664481163025
India,IND,1998,0.017916664481163025
India,IND,1999,0.017916664481163025
India,IND,2000,0.020916664972901344
India,IND,2001,0.032642219215631485
India,IND,2002,0.038328055292367935
India,IND,2003,0.046870552003383636
India,IND,2004,0.05239361152052879
India,IND,2005,0.05206194147467613
India,IND,2006,0.020500000566244125
India,IND,2007,0.16682972013950348
India,IND,2008,0.17703360319137573
India,IND,2009,0.20945332944393158
India,IND,2010,0.3136402666568756
India,IND,2011,2.281407117843628
India,IND,2012,5.755322456359863
India,IND,2013,9.356359481811523
India,IND,2014,13.29896068572998
India,IND,2015,17.68307876586914
India,IND,2016,30.935792922973633
India,IND,2017,57.33638000488281
India,IND,2018,96.12273406982422
India,IND,2019,121.96038055419922
India,IND,2020,154.11976623535156
India,IND,2021,178.73423767089844
Indonesia,IDN,1965,0
Indonesia,IDN,1966,0
Indonesia,IDN,1967,0
Indonesia,IDN,1968,0
Indonesia,IDN,1969,0
Indonesia,IDN,1970,0
Indonesia,IDN,1971,0
Indonesia,IDN,1972,0
Indonesia,IDN,1973,0
Indonesia,IDN,1974,0
Indonesia,IDN,1975,0
Indonesia,IDN,1976,0
Indonesia,IDN,1977,0
Indonesia,IDN,1978,0
Indonesia,IDN,1979,0
Indonesia,IDN,1980,0
Indonesia,IDN,1981,0
Indonesia,IDN,1982,0
Indonesia,IDN,1983,0
Indonesia,IDN,1984,0
Indonesia,IDN,1985,0
Indonesia,IDN,1986,0
Indonesia,IDN,1987,0
Indonesia,IDN,1988,0
Indonesia,IDN,1989,0
Indonesia,IDN,1990,0
Indonesia,IDN,1991,0
Indonesia,IDN,1992,0
Indonesia,IDN,1993,0
Indonesia,IDN,1994,0
Indonesia,IDN,1995,0
Indonesia,IDN,1996,0
Indonesia,IDN,1997,0
Indonesia,IDN,1998,0
Indonesia,IDN,1999,0
Indonesia,IDN,2000,0
Indonesia,IDN,2001,0
Indonesia,IDN,2002,0
Indonesia,IDN,2003,0
Indonesia,IDN,2004,0
Indonesia,IDN,2005,0
Indonesia,IDN,2006,0
Indonesia,IDN,2007,0
Indonesia,IDN,2008,0.0002805555413942784
Indonesia,IDN,2009,0.0002805555413942784
Indonesia,IDN,2010,0.001444444409571588
Indonesia,IDN,2011,0.0021249998826533556
Indonesia,IDN,2012,0.008249999955296516
Indonesia,IDN,2013,0.014999999664723873
Indonesia,IDN,2014,0.018444444984197617
Indonesia,IDN,2015,0.0142222223803401
Indonesia,IDN,2016,0.05645860731601715
Indonesia,IDN,2017,0.07731055468320847
Indonesia,IDN,2018,0.23882971704006195
Indonesia,IDN,2019,0.3117827773094177
Indonesia,IDN,2020,0.44901666045188904
Indonesia,IDN,2021,0.5040244460105896
Iran,IRN,1965,0
Iran,IRN,1966,0
Iran,IRN,1967,0
Iran,IRN,1968,0
Iran,IRN,1969,0
Iran,IRN,1970,0
Iran,IRN,1971,0
Iran,IRN,1972,0
Iran,IRN,1973,0
Iran,IRN,1974,0
Iran,IRN,1975,0
Iran,IRN,1976,0
Iran,IRN,1977,0
Iran,IRN,1978,0
Iran,IRN,1979,0
Iran,IRN,1980,0
Iran,IRN,1981,0
Iran,IRN,1982,0
Iran,IRN,1983,0
Iran,IRN,1984,0
Iran,IRN,1985,0
Iran,IRN,1986,0
Iran,IRN,1987,0
Iran,IRN,1988,0
Iran,IRN,1989,0
Iran,IRN,1990,0
Iran,IRN,1991,0
Iran,IRN,1992,0
Iran,IRN,1993,0
Iran,IRN,1994,0
Iran,IRN,1995,0
Iran,IRN,1996,0
Iran,IRN,1997,0
Iran,IRN,1998,0
Iran,IRN,1999,0
Iran,IRN,2000,0
Iran,IRN,2001,0
Iran,IRN,2002,0
Iran,IRN,2003,0
Iran,IRN,2004,0
Iran,IRN,2005,0
Iran,IRN,2006,0.0002833333273883909
Iran,IRN,2007,0.0002833333273883909
Iran,IRN,2008,0.0005611110827885568
Iran,IRN,2009,0.0008388888672925532
Iran,IRN,2010,0.0019416667055338621
Iran,IRN,2011,0.0019305555615574121
Iran,IRN,2012,0.0019194444175809622
Iran,IRN,2013,0.0019083332736045122
Iran,IRN,2014,0.001897222246043384
Iran,IRN,2015,0.0040277778171002865
Iran,IRN,2016,0.013388888910412788
Iran,IRN,2017,0.22835195064544678
Iran,IRN,2018,0.586864709854126
Iran,IRN,2019,1.3455928564071655
Iran,IRN,2020,1.6703777313232422
Iran,IRN,2021,1.760473608970642
Iraq,IRQ,1965,0
Iraq,IRQ,1966,0
Iraq,IRQ,1967,0
Iraq,IRQ,1968,0
Iraq,IRQ,1969,0
Iraq,IRQ,1970,0
Iraq,IRQ,1971,0
Iraq,IRQ,1972,0
Iraq,IRQ,1973,0
Iraq,IRQ,1974,0
Iraq,IRQ,1975,0
Iraq,IRQ,1976,0
Iraq,IRQ,1977,0
Iraq,IRQ,1978,0
Iraq,IRQ,1979,0
Iraq,IRQ,1980,0
Iraq,IRQ,1981,0
Iraq,IRQ,1982,0
Iraq,IRQ,1983,0
Iraq,IRQ,1984,0
Iraq,IRQ,1985,0
Iraq,IRQ,1986,0
Iraq,IRQ,1987,0
Iraq,IRQ,1988,0
Iraq,IRQ,1989,0
Iraq,IRQ,1990,0
Iraq,IRQ,1991,0
Iraq,IRQ,1992,0
Iraq,IRQ,1993,0
Iraq,IRQ,1994,0
Iraq,IRQ,1995,0
Iraq,IRQ,1996,0
Iraq,IRQ,1997,0
Iraq,IRQ,1998,0
Iraq,IRQ,1999,0
Iraq,IRQ,2000,0
Iraq,IRQ,2001,0
Iraq,IRQ,2002,0
Iraq,IRQ,2003,0
Iraq,IRQ,2004,0
Iraq,IRQ,2005,0
Iraq,IRQ,2006,0
Iraq,IRQ,2007,0
Iraq,IRQ,2008,0
Iraq,IRQ,2009,0
Iraq,IRQ,2010,0
Iraq,IRQ,2011,0
Iraq,IRQ,2012,0
Iraq,IRQ,2013,0.12618693709373474
Iraq,IRQ,2014,0.15523138642311096
Iraq,IRQ,2015,0.1543208211660385
Iraq,IRQ,2016,0.1534077674150467
Iraq,IRQ,2017,0.1525052785873413
Iraq,IRQ,2018,0.9962352514266968
Iraq,IRQ,2019,0.9925621747970581
Iraq,IRQ,2020,0.9916255474090576
Iraq,IRQ,2021,0.9852966666221619
Ireland,IRL,1965,0
Ireland,IRL,1966,0
Ireland,IRL,1967,0
Ireland,IRL,1968,0
Ireland,IRL,1969,0
Ireland,IRL,1970,0
Ireland,IRL,1971,0
Ireland,IRL,1972,0
Ireland,IRL,1973,0
Ireland,IRL,1974,0
Ireland,IRL,1975,0
Ireland,IRL,1976,0
Ireland,IRL,1977,0
Ireland,IRL,1978,0
Ireland,IRL,1979,0
Ireland,IRL,1980,0
Ireland,IRL,1981,0
Ireland,IRL,1982,0
Ireland,IRL,1983,0
Ireland,IRL,1984,0
Ireland,IRL,1985,0
Ireland,IRL,1986,0
Ireland,IRL,1987,0
Ireland,IRL,1988,0
Ireland,IRL,1989,0
Ireland,IRL,1990,0
Ireland,IRL,1991,0
Ireland,IRL,1992,0
Ireland,IRL,1993,0
Ireland,IRL,1994,0
Ireland,IRL,1995,0
Ireland,IRL,1996,0
Ireland,IRL,1997,0
Ireland,IRL,1998,0
Ireland,IRL,1999,0
Ireland,IRL,2000,0
Ireland,IRL,2001,0
Ireland,IRL,2002,0
Ireland,IRL,2003,0
Ireland,IRL,2004,0
Ireland,IRL,2005,0
Ireland,IRL,2006,0
Ireland,IRL,2007,0
Ireland,IRL,2008,0
Ireland,IRL,2009,0.0011861110106110573
Ireland,IRL,2010,0.0013222221750766039
Ireland,IRL,2011,0.001494444441050291
Ireland,IRL,2012,0.0017722221091389656
Ireland,IRL,2013,0.0019055556040257215
Ireland,IRL,2014,0.0025638886727392673
Ireland,IRL,2015,0.0043611107394099236
Ireland,IRL,2016,0.015916666015982628
Ireland,IRL,2017,0.030753888189792633
Ireland,IRL,2018,0.05741500109434128
Ireland,IRL,2019,0.10564972460269928
Ireland,IRL,2020,0.1675047129392624
Ireland,IRL,2021,0.16643555462360382
Israel,ISR,1965,0
Israel,ISR,1966,0
Israel,ISR,1967,0
Israel,ISR,1968,0
Israel,ISR,1969,0
Israel,ISR,1970,0
Israel,ISR,1971,0
Israel,ISR,1972,0
Israel,ISR,1973,0
Israel,ISR,1974,0
Israel,ISR,1975,0
Israel,ISR,1976,0
Israel,ISR,1977,0
Israel,ISR,1978,0
Israel,ISR,1979,0
Israel,ISR,1980,0
Israel,ISR,1981,0
Israel,ISR,1982,0
Israel,ISR,1983,0
Israel,ISR,1984,0
Israel,ISR,1985,0
Israel,ISR,1986,0
Israel,ISR,1987,0
Israel,ISR,1988,0
Israel,ISR,1989,0
Israel,ISR,1990,0
Israel,ISR,1991,0
Israel,ISR,1992,0
Israel,ISR,1993,0
Israel,ISR,1994,0
Israel,ISR,1995,0
Israel,ISR,1996,0
Israel,ISR,1997,0
Israel,ISR,1998,0
Israel,ISR,1999,0
Israel,ISR,2000,0
Israel,ISR,2001,0
Israel,ISR,2002,0
Israel,ISR,2003,0
Israel,ISR,2004,0
Israel,ISR,2005,0
Israel,ISR,2006,0
Israel,ISR,2007,0
Israel,ISR,2008,0
Israel,ISR,2009,0.06702499836683273
Israel,ISR,2010,0.19429054856300354
Israel,ISR,2011,0.5296616554260254
Israel,ISR,2012,1.0117741823196411
Israel,ISR,2013,1.3466289043426514
Israel,ISR,2014,2.2767257690429688
Israel,ISR,2015,3.275192975997925
Israel,ISR,2016,4.378294944763184
Israel,ISR,2017,4.372499942779541
Israel,ISR,2018,4.836389541625977
Israel,ISR,2019,8.209735870361328
Israel,ISR,2020,10.933241844177246
Israel,ISR,2021,14.196685791015625
Italy,ITA,1965,0
Italy,ITA,1966,0
Italy,ITA,1967,0
Italy,ITA,1968,0
Italy,ITA,1969,0
Italy,ITA,1970,0
Italy,ITA,1971,0
Italy,ITA,1972,0
Italy,ITA,1973,0
Italy,ITA,1974,0
Italy,ITA,1975,0
Italy,ITA,1976,0
Italy,ITA,1977,0
Italy,ITA,1978,0
Italy,ITA,1979,0
Italy,ITA,1980,0
Italy,ITA,1981,0
Italy,ITA,1982,0
Italy,ITA,1983,0
Italy,ITA,1984,0
Italy,ITA,1985,0
Italy,ITA,1986,0
Italy,ITA,1987,0
Italy,ITA,1988,0
Italy,ITA,1989,0.005972221959382296
Italy,ITA,1990,0.011833333410322666
Italy,ITA,1991,0.014777777716517448
Italy,ITA,1992,0.02661111019551754
Italy,ITA,1993,0.03252694383263588
Italy,ITA,1994,0.03252694383263588
Italy,ITA,1995,0.03844083100557327
Italy,ITA,1996,0.04139777645468712
Italy,ITA,1997,0.044354721903800964
Italy,ITA,1998,0.047311943024396896
Italy,ITA,1999,0.050268884748220444
Italy,ITA,2000,0.05322583019733429
Italy,ITA,2001,0.05581805482506752
Italy,ITA,2002,0.06129555404186249
Italy,ITA,2003,0.06960305571556091
Italy,ITA,2004,0.083567775785923
Italy,ITA,2005,0.08876582980155945
Italy,ITA,2006,0.09958916902542114
Italy,ITA,2007,0.1102772131562233
Italy,ITA,2008,0.5423411130905151
Italy,ITA,2009,1.8906660079956055
Italy,ITA,2010,5.2894206047058105
Italy,ITA,2011,29.781606674194336
Italy,ITA,2012,51.71756362915039
Italy,ITA,2013,58.837955474853516
Italy,ITA,2014,60.43022155761719
Italy,ITA,2015,61.78270721435547
Italy,ITA,2016,59.174041748046875
Italy,ITA,2017,64.87613677978516
Italy,ITA,2018,59.93577194213867
Italy,ITA,2019,62.44328689575195
Italy,ITA,2020,64.47802734375
Italy,ITA,2021,65.5921859741211
Japan,JPN,1965,0
Japan,JPN,1966,0
Japan,JPN,1967,0
Japan,JPN,1968,0
Japan,JPN,1969,0
Japan,JPN,1970,0
Japan,JPN,1971,0
Japan,JPN,1972,0
Japan,JPN,1973,0
Japan,JPN,1974,0
Japan,JPN,1975,0
Japan,JPN,1976,0
Japan,JPN,1977,0
Japan,JPN,1978,0
Japan,JPN,1979,0
Japan,JPN,1980,0
Japan,JPN,1981,0
Japan,JPN,1982,0
Japan,JPN,1983,0
Japan,JPN,1984,0
Japan,JPN,1985,0
Japan,JPN,1986,0
Japan,JPN,1987,0
Japan,JPN,1988,0
Japan,JPN,1989,0
Japan,JPN,1990,0.0029444443061947823
Japan,JPN,1991,0.0029444443061947823
Japan,JPN,1992,0.031048333272337914
Japan,JPN,1993,0.06653221696615219
Japan,JPN,1994,0.08575277775526047
Japan,JPN,1995,0.11680110543966293
Japan,JPN,1996,0.1611558347940445
Japan,JPN,1997,0.28476637601852417
Japan,JPN,1998,0.4235774874687195
Japan,JPN,1999,0.6446974873542786
Japan,JPN,2000,1.0173866748809814
Japan,JPN,2001,1.468127727508545
Japan,JPN,2002,2.0274808406829834
Japan,JPN,2003,2.766587734222412
Japan,JPN,2004,3.664372205734253
Japan,JPN,2005,4.667616844177246
Japan,JPN,2006,5.678375244140625
Japan,JPN,2007,6.538781642913818
Japan,JPN,2008,7.289209842681885
Japan,JPN,2009,8.505239486694336
Japan,JPN,2010,11.050630569458008
Japan,JPN,2011,15.004734992980957
Japan,JPN,2012,20.213281631469727
Japan,JPN,2013,35.18182373046875
Japan,JPN,2014,63.794288635253906
Japan,JPN,2015,93.01573181152344
Japan,JPN,2016,115.98451232910156
Japan,JPN,2017,144.35287475585938
Japan,JPN,2018,164.337646484375
Japan,JPN,2019,178.57725524902344
Japan,JPN,2020,197.32647705078125
Japan,JPN,2021,225.73094177246094
Kazakhstan,KAZ,1990,0
Kazakhstan,KAZ,1991,0
Kazakhstan,KAZ,1992,0
Kazakhstan,KAZ,1993,0
Kazakhstan,KAZ,1994,0
Kazakhstan,KAZ,1995,0
Kazakhstan,KAZ,1996,0
Kazakhstan,KAZ,1997,0
Kazakhstan,KAZ,1998,0
Kazakhstan,KAZ,1999,0
Kazakhstan,KAZ,2000,0
Kazakhstan,KAZ,2001,0
Kazakhstan,KAZ,2002,0
Kazakhstan,KAZ,2003,0
Kazakhstan,KAZ,2004,0
Kazakhstan,KAZ,2005,0
Kazakhstan,KAZ,2006,0
Kazakhstan,KAZ,2007,0
Kazakhstan,KAZ,2008,0
Kazakhstan,KAZ,2009,0
Kazakhstan,KAZ,2010,0
Kazakhstan,KAZ,2011,0
Kazakhstan,KAZ,2012,0.00005749999763793312
Kazakhstan,KAZ,2013,0.0021472221706062555
Kazakhstan,KAZ,2014,0.0033611110411584377
Kazakhstan,KAZ,2015,0.12433721870183945
Kazakhstan,KAZ,2016,0.23665831983089447
Kazakhstan,KAZ,2017,0.24655666947364807
Kazakhstan,KAZ,2018,0.3737449645996094
Kazakhstan,KAZ,2019,1.0312474966049194
Kazakhstan,KAZ,2020,3.249953508377075
Kazakhstan,KAZ,2021,3.3798060417175293
Kuwait,KWT,1965,0
Kuwait,KWT,1966,0
Kuwait,KWT,1967,0
Kuwait,KWT,1968,0
Kuwait,KWT,1969,0
Kuwait,KWT,1970,0
Kuwait,KWT,1971,0
Kuwait,KWT,1972,0
Kuwait,KWT,1973,0
Kuwait,KWT,1974,0
Kuwait,KWT,1975,0
Kuwait,KWT,1976,0
Kuwait,KWT,1977,0
Kuwait,KWT,1978,0
Kuwait,KWT,1979,0
Kuwait,KWT,1980,0
Kuwait,KWT,1981,0
Kuwait,KWT,1982,0
Kuwait,KWT,1983,0
Kuwait,KWT,1984,0
Kuwait,KWT,1985,0
Kuwait,KWT,1986,0
Kuwait,KWT,1987,0
Kuwait,KWT,1988,0
Kuwait,KWT,1989,0
Kuwait,KWT,1990,0
Kuwait,KWT,1991,0
Kuwait,KWT,1992,0
Kuwait,KWT,1993,0
Kuwait,KWT,1994,0
Kuwait,KWT,1995,0
Kuwait,KWT,1996,0
Kuwait,KWT,1997,0
Kuwait,KWT,1998,0
Kuwait,KWT,1999,0
Kuwait,KWT,2000,0
Kuwait,KWT,2001,0
Kuwait,KWT,2002,0
Kuwait,KWT,2003,0
Kuwait,KWT,2004,0
Kuwait,KWT,2005,0
Kuwait,KWT,2006,0
