Entity,Code,Year,Solar Capacity
Ukraine,UKR,2014,819.0999755859375
Ukraine,UKR,2015,841.2000122070312
Ukraine,UKR,2016,954.7000122070312
Ukraine,UKR,2017,1200
Ukraine,UKR,2018,2002.68798828125
Ukraine,UKR,2019,5935.68798828125
Ukraine,UKR,2020,7331
Ukraine,UKR,2021,8062
United Arab Emirates,ARE,1996,0
United Arab Emirates,ARE,1997,0
United Arab Emirates,ARE,1998,0
United Arab Emirates,ARE,1999,0
United Arab Emirates,ARE,2000,0
United Arab Emirates,ARE,2001,0
United Arab Emirates,ARE,2002,0
United Arab Emirates,ARE,2003,0
United Arab Emirates,ARE,2004,0
United Arab Emirates,ARE,2005,0
United Arab Emirates,ARE,2006,0
United Arab Emirates,ARE,2007,0
United Arab Emirates,ARE,2008,0
United Arab Emirates,ARE,2009,10.076000213623047
United Arab Emirates,ARE,2010,10.826000213623047
United Arab Emirates,ARE,2011,12.75100040435791
United Arab Emirates,ARE,2012,13.206000328063965
United Arab Emirates,ARE,2013,25.802000045776367
United Arab Emirates,ARE,2014,33.17100143432617
United Arab Emirates,ARE,2015,33.40599822998047
United Arab Emirates,ARE,2016,40.40599822998047
United Arab Emirates,ARE,2017,255.03599548339844
United Arab Emirates,ARE,2018,498.30499267578125
United Arab Emirates,ARE,2019,1817.8699951171875
United Arab Emirates,ARE,2020,2205.39697265625
United Arab Emirates,ARE,2021,2605.047119140625
United Kingdom,GBR,1996,0.20000000298023224
United Kingdom,GBR,1997,0.4000000059604645
United Kingdom,GBR,1998,0.5
United Kingdom,GBR,1999,0.8999999761581421
United Kingdom,GBR,2000,2
United Kingdom,GBR,2001,3
United Kingdom,GBR,2002,4
United Kingdom,GBR,2003,6
United Kingdom,GBR,2004,8
United Kingdom,GBR,2005,11
United Kingdom,GBR,2006,14
United Kingdom,GBR,2007,18
United Kingdom,GBR,2008,23
United Kingdom,GBR,2009,27
United Kingdom,GBR,2010,95
United Kingdom,GBR,2011,1000
United Kingdom,GBR,2012,1753
United Kingdom,GBR,2013,2937
United Kingdom,GBR,2014,5528
United Kingdom,GBR,2015,9601.21875
United Kingdom,GBR,2016,11914
United Kingdom,GBR,2017,12760
United Kingdom,GBR,2018,13073
United Kingdom,GBR,2019,13346
United Kingdom,GBR,2020,13462.48046875
United Kingdom,GBR,2021,13689
United States,USA,1996,13.899999618530273
United States,USA,1997,14.600000381469727
United States,USA,1998,15.199999809265137
United States,USA,1999,16.600000381469727
United States,USA,2000,176
United States,USA,2001,213
United States,USA,2002,255
United States,USA,2003,293
United States,USA,2004,363
United States,USA,2005,493
United States,USA,2006,698
United States,USA,2007,974
United States,USA,2008,1153
United States,USA,2009,1614
United States,USA,2010,2909
United States,USA,2011,5172
United States,USA,2012,8137
United States,USA,2013,11759
United States,USA,2014,15984
United States,USA,2015,21684
United States,USA,2016,32958
United States,USA,2017,41357
United States,USA,2018,49812
United States,USA,2019,59068
United States,USA,2020,73813.703125
United States,USA,2021,93713.015625
Upper-middle-income countries,,1996,11
Upper-middle-income countries,,1997,15.5
Upper-middle-income countries,,1998,21
Upper-middle-income countries,,1999,29
Upper-middle-income countries,,2000,47.654998779296875
Upper-middle-income countries,,2001,53.39699935913086
Upper-middle-income countries,,2002,73.20700073242188
Upper-middle-income countries,,2003,84.35700225830078
Upper-middle-income countries,,2004,94.85900115966797
Upper-middle-income countries,,2005,159.95899963378906
Upper-middle-income countries,,2006,209.86900329589844
Upper-middle-income countries,,2007,254.48899841308594
Upper-middle-income countries,,2008,309.5950012207031
Upper-middle-income countries,,2009,485.0950012207031
Upper-middle-income countries,,2010,1134.407958984375
Upper-middle-income countries,,2011,3404.217041015625
Upper-middle-income countries,,2012,8288.9130859375
Upper-middle-income countries,,2013,20901.484375
Upper-middle-income countries,,2014,33521.7734375
Upper-middle-income countries,,2015,49487.40234375
Upper-middle-income countries,,2016,86917.140625
Upper-middle-income countries,,2017,145832.734375
Upper-middle-income countries,,2018,196807.609375
Upper-middle-income countries,,2019,233240.3125
Upper-middle-income countries,,2020,289188.34375
Upper-middle-income countries,,2021,351687.625
Vietnam,VNM,2000,0.0020000000949949026
Vietnam,VNM,2001,0.1080000028014183
Vietnam,VNM,2002,0.23600000143051147
Vietnam,VNM,2003,0.4059999883174896
Vietnam,VNM,2004,0.746999979019165
Vietnam,VNM,2005,1.8849999904632568
Vietnam,VNM,2006,3.4240000247955322
Vietnam,VNM,2007,3.4240000247955322
Vietnam,VNM,2008,3.4240000247955322
Vietnam,VNM,2009,3.515000104904175
Vietnam,VNM,2010,4.51800012588501
Vietnam,VNM,2011,4.51800012588501
Vietnam,VNM,2012,4.51800012588501
Vietnam,VNM,2013,4.51800012588501
Vietnam,VNM,2014,5.289999961853027
Vietnam,VNM,2015,5.289999961853027
Vietnam,VNM,2016,5.289999961853027
Vietnam,VNM,2017,7.992000102996826
Vietnam,VNM,2018,104.99199676513672
Vietnam,VNM,2019,4993.490234375
Vietnam,VNM,2020,16660.490234375
Vietnam,VNM,2021,16660.490234375
World,OWID_WRL,1996,171.8124237060547
World,OWID_WRL,1997,231.73727416992188
World,OWID_WRL,1998,304.9621276855469
World,OWID_WRL,1999,423.5993957519531
World,OWID_WRL,2000,808.6690063476562
World,OWID_WRL,2001,1092.9859619140625
World,OWID_WRL,2002,1437.0589599609375
World,OWID_WRL,2003,1965.030029296875
World,OWID_WRL,2004,3051.97900390625
World,OWID_WRL,2005,4548.119140625
World,OWID_WRL,2006,6093.19287109375
World,OWID_WRL,2007,8506.4658203125
World,OWID_WRL,2008,14729.541015625
World,OWID_WRL,2009,22844.466796875
World,OWID_WRL,2010,40337.80859375
World,OWID_WRL,2011,72215.96875
World,OWID_WRL,2012,101745.328125
World,OWID_WRL,2013,137226.96875
World,OWID_WRL,2014,175617.171875
World,OWID_WRL,2015,223203.59375
World,OWID_WRL,2016,295228.90625
World,OWID_WRL,2017,390206.53125
World,OWID_WRL,2018,483011.8125
World,OWID_WRL,2019,584685.6875
World,OWID_WRL,2020,710281.125
World,OWID_WRL,2021,843086.0625
